登記證核准日期,登記證核准編號,營業現狀,中文名稱,英文名稱,電話,傳真,網址,E-mail,登記地址,英文地址
2005/1/14,126,合法/營業,每日溫泉旅店,Daily Hot Springs Inn,39888376,39888378,,abc9888376@yahoo.com.tw,262宜蘭縣礁溪鄉德陽村7鄰德陽路65號,"No.65, Deyang Rd., Jiaoxi Township, Yilan County 262, Taiwan (R.O.C.)"
2005/1/14,127,合法/營業,紅葉旅館,Hong Ye Hotel,39885618,,,,262宜蘭縣礁溪鄉德陽路193號,"No.193, Deyang Rd., Jiaoxi Township, Yilan County 262, Taiwan (R.O.C.)"
2005/3/7,128,合法/營業,頤和商務旅館,Yihe Business Hotel,39882042,,,,262宜蘭縣礁溪鄉德陽路47號,"No.47, Deyang Rd., Jiaoxi Township, Yilan County 262, Taiwan (R.O.C.)"
2005/1/20,129,合法/營業,皇泰大飯店,HUANY TAI HOTEL,39882009,,,gt@cru.com.tw,262宜蘭縣礁溪鄉仁愛路100號1-6樓,"1-6F., No.100, Ren’ai Rd., Jiaoxi Township, Yilan County 262, Taiwan (R.O.C.)"
2005/1/20,130,合法/營業,高仕旅館,GAO SHIH HOTEL,39881991,3,,,262宜蘭縣礁溪鄉德陽路154號1-5樓,"1-5F., No.154, Deyang Rd., Jiaoxi Township, Yilan County 262, Taiwan (R.O.C.)"
2005/1/20,131,合法/營業,東京大飯店,Dong Jing Hotel,39887921,39887441,,18654301@anet.net.tw,262宜蘭縣礁溪鄉德陽路257號1-5樓,"1F.-5, No.257, Deyang Rd., Jiaoxi Township, Yilan County 262, Taiwan (R.O.C.)"
2005/2/4,134,合法/營業,凱城山莊,Kai Cheng Hotel,39870210,39888974,http://kaicheng.okgo.tw/index.html,j10000001@msn.com,262宜蘭縣礁溪鄉大忠村大忠路144號1-4樓,"1F.-4, No.144, Dazhong Rd., Jiaoxi Township, Yilan County 262, Taiwan (R.O.C.)"
2005/6/21,136,合法/營業,山水妍?泉會館,BEAUTY GARDEN HOTEL,39888901,39880929,http://www.mabjhotel.com.tw/main.php,,262宜蘭縣礁溪鄉德陽村仁愛路50號,"No.50, Ren’ai Rd., Jiaoxi Township, Yilan County 262, Taiwan (R.O.C.)"
2005/2/4,137,合法/營業,富翔大飯店,FU HSIANG HOTEL,39388386,39385100,,hotel.fuang@msa.hinet.net,260宜蘭縣宜蘭市校舍路19號,"No.19, Xiaoshe Rd., Yilan City, Yilan County 260, Taiwan (R.O.C.)"
2005/2/4,138,合法/營業,玫瑰園汽車旅館,ROSE GARDEN MOTEL,39289689,39289699,,,260宜蘭縣宜蘭市宜興路三段61號1-2樓,"1-2F., No.61, Sec. 3, Yixing Rd., Yilan City, Yilan County 260, Taiwan (R.O.C.)"
2005/4/19,139,合法/營業,成都溫泉旅館,Cheng Du Hotel,39886617,,,,262宜蘭縣礁溪鄉德陽村忠孝路5號1-4樓,"1F.-4, No.5, Zhongxiao Rd., Jiaoxi Township, Yilan County 262, Taiwan (R.O.C.)"
2005/4/19,140,合法/營業,馥蜂溫泉旅館,FU FONG HOTEL,39876027,39876427,,,262宜蘭縣礁溪鄉忠孝路3號1-4樓,"1-4F., No.3, Zhongxiao Rd., Jiaoxi Township, Yilan County 262, Taiwan (R.O.C.)"
2006/4/20,141,合法/營業,富泉大飯店,Fu Quan Hotel,39881819,39886568,,,262宜蘭縣礁溪鄉礁溪路五段93號1-4樓,"1F.-4, No.93, Sec. 5, Jiaoxi Rd., Jiaoxi Township, Yilan County 262, Taiwan (R.O.C.)"
2005/4/21,143,合法/營業,和風溫泉會館,Hefong Hotel,39888811,39873311,http://www.hefong.com.tw/,hefong@hefong.com.tw,262宜蘭縣礁溪鄉德陽村德陽路30號,"No.30, Deyang Rd., Jiaoxi Township, Yilan County 262, Taiwan (R.O.C.)"
2005/4/19,144,合法/營業,和風溫泉會館-礁溪店,Hefong Resort Hotel,39881133,39880001,http://www.hefong-resort.com/,hefong@hefong-resort.com,262宜蘭縣礁溪鄉礁溪路五段97號,"No.97, Sec. 5, Jiaoxi Rd., Jiaoxi Township, Yilan County 262, Taiwan (R.O.C.)"
2005/5/2,145,合法/營業,和風嘉一溫泉大飯店,Hefong Jaee Hotel,39881212,39883567,http://www.jihotel.com.tw/,ji.hotel@msa.hinet.net,262宜蘭縣礁溪鄉德陽路16號,"No.16, Deyang Rd., Jiaoxi Township, Yilan County 262, Taiwan (R.O.C.)"
2002/5/28,146,合法/營業,凱麗溫泉飯店,Hefong Kelly Hotel,39881516,39881518,http://www.hefong-kelly.com.tw/?_ga=1.70582864.1722882866.1411456556,order@kellyhotel.com.tw,262宜蘭縣礁溪鄉溫泉路38號,"No.38, Wenquan Rd., Jiaoxi Township, Yilan County 262, Taiwan (R.O.C.)"
2005/5/25,147,合法/營業,芝加哥商務汽車旅館,CHICAGO MOTEL,39887000,39887710,,,262宜蘭縣礁溪鄉白雲村礁溪路七段50號,"No.50, Sec. 7, Jiaoxi Rd., Jiaoxi Township, Yilan County 262, Taiwan (R.O.C.)"
2005/7/4,148,合法/營業,溫沙堡花園汽車旅館,ENU SHA GARDEN MOTEL,039873667-8,39873789,http://www.538.com.tw,a0915228287@yahoo.com.tw,262宜蘭縣礁溪鄉大忠村大忠路219號,"No.219, Dazhong Rd., Jiaoxi Township, Yilan County 262, Taiwan (R.O.C.)"
2005/7/14,149,合法/營業,礁溪天使溫泉商旅,Jiaoxi Hot Springs Business Angels,39059758,39887169,,hotspring@angelhotel.com.tw,262宜蘭縣礁溪鄉礁溪路六段12號,"No.12, Sec. 6, Jiaoxi Rd., Jiaoxi Township, Yilan County 262, Taiwan (R.O.C.)"
2005/7/28,150,合法/營業,若輕新人文渡假旅館,RIVERSDE INN,39602255,39508811,http://www.riverside-inn.com.tw,pier159.inn@msa.hinet.net,268宜蘭縣五結鄉季新村新店路113號1-3樓,"1-3F., No.113, Xindian Rd., Wujie Township, Yilan County 268, Taiwan (R.O.C.)"
2005/7/28,151,合法/營業,賓士旅館,Bin Shi Hotel,39882966,,,bnzhotel@yahoo.com.tw,262宜蘭縣礁溪鄉德陽村礁溪路五段21號,"No.21, Sec. 5, Jiaoxi Rd., Jiaoxi Township, Yilan County 262, Taiwan (R.O.C.)"
2005/9/29,152,合法/停業,藝術家溫泉會館,,39881238,39871023,,,262宜蘭縣礁溪鄉德陽路98號,
2005/9/27,153,合法/營業,玉泉旅館,Yu Quan Hotel,39884303,39883653,,hotel@jshotel.com.tw,262宜蘭縣礁溪鄉仁愛路14號,"No.14, Ren’ai Rd., Jiaoxi Township, Yilan County 262, Taiwan (R.O.C.)"
2005/10/4,154,合法/營業,憶金香商務汽車旅館,Yi Jin Xiang Motel,39287775,39289566,http://www.ctnet.com.tw/tulip,,262宜蘭縣礁溪鄉吳沙村礁溪路一段97號,"No.97, Sec. 1, Jiaoxi Rd., Jiaoxi Township, Yilan County 262, Taiwan (R.O.C.)"
2006/1/13,155,合法/營業,夢雲閣旅社,Meng Yun Ge Hotel,39874316,,,,262宜蘭縣礁溪鄉信義路5號,"1F.-2, No.5, Xinyi Rd., Jiaoxi Township, Yilan County 262, Taiwan (R.O.C.)   3F.-6.7, No.7, Sec. 5, Jiaoxi Rd., Jiaoxi Township, Yilan County 262, Taiwan (R.O.C.)"
2005/12/19,156,合法/營業,英格蘭旅館,England Business Motel,39282288,39281628,http://www.england-motel.com.tw,england-motel@hotmail.com,260宜蘭縣宜蘭市茭白里中山路5段127巷6號1-4樓,"1-4F., No.6, Ln. 127, Sec. 5, Zhongshan Rd., Yilan City, Yilan County 260, Taiwan (R.O.C.)"
2006/1/27,157,合法/營業,川湯春天溫泉飯店,Chuang-Tang Spring Spa Hotel,39889889,39889779,http://www.chuang-tang.com.tw/spring/,chuang.tanghal@msa.hinet.net,262宜蘭縣礁溪鄉德陽村德陽路43號1-8樓,"1F.-8, No.43, Deyang Rd., Jiaoxi Township, Yilan County 262, Taiwan (R.O.C.)"
2006/3/29,158,合法/營業,真欣渡假飯店,Zhen Xin Hotel,39600899,39600898,,,"268宜蘭縣五結鄉協和里公園路98巷17,19號","No.17-19, Ln. 98, Sec. 2, Qinhe Rd., Wujie Township, Yilan County 268, Taiwan (R.O.C.)"
2006/4/1,159,合法/營業,春和大飯店,Chun Han Hotel,39881892,,,,262宜蘭縣礁溪鄉仁愛路26號1-4樓,"1F.-4, No.26, Ren’ai Rd., Jiaoxi Township, Yilan County 262, Taiwan (R.O.C.)"
2006/4/20,160,合法/營業,棲蘭山莊(馬告生態公園),CHI LAN HOTEL,39809606,39809657,http://www.lealeahotel.com/makauy/,service_mingchih@lealeahotel.com,267宜蘭縣大同鄉太平村2鄰泰雅路四段6號,"No.6, Sec. 4, Taiya Rd., Datong Township, Yilan County 267, Taiwan (R.O.C.)"
2006/4/21,161,合法/營業,集東旅社,Ji Dong Hotel,39986164,,,,270宜蘭縣蘇澳鎮東澳里1鄰蘇花路3段150號,"No.150, Sec. 3, Suhua Rd., Su’ao Township, Yilan County 270, Taiwan (R.O.C.)"
2006/4/23,163,合法/營業,華王大旅社,H.W. HOTEL,039544155-6,39542352,http://www.hw-hotel.com.tw,hw.039544155@gmail.com,265宜蘭縣羅東鎮公正里3鄰中正北路41號,"No.41, Zhongzheng N. Rd., Luodong Township, Yilan County 265, Taiwan (R.O.C.)"
2006/5/29,164,合法/營業,明池大飯店,MC-HOTEL,39887736,,http://www.mc-hotel.com.tw,services@mc-hotel.com.tw,262宜蘭縣礁溪鄉大忠村五峰路9號,"No.9, Wufeng Rd., Jiaoxi Township, Yilan County 262, Taiwan (R.O.C.)"
2006/6/30,165,合法/營業,西樺商務客棧,Xi Hua Hotel,39530111,39530112,http://www.lt-cityhotel.com.tw/,service@it-ciythotel.com.tw,265宜蘭縣羅東鎮公正路155號4樓,"4F., No.155, Gongzheng Rd., Luodong Township, Yilan County 265, Taiwan (R.O.C.)"
2006/8/16,166,合法/營業,天方夜譚旅館,Tian Fang Ye Tan Hotel,39286039,39288059,,ilan.motel@msa.hinet.net,260宜蘭縣宜蘭市筊白里中山路五段127巷31號1樓,"1F., No.31, Ln. 127, Sec. 5, Zhongshan Rd., Yilan City, Yilan County 260, Taiwan (R.O.C.)"
2006/8/31,167,合法/營業,野景大飯店,NATURAL HOTEL,39889699899,39881053,,,262宜蘭縣礁溪鄉大忠村大忠路142號1-6樓,"1-6F., No.142, Dazhong Rd., Jiaoxi Township, Yilan County 262, Taiwan (R.O.C.)"
2006/8/31,168,合法/營業,礁溪東旅湯宿,Chiaohsi Donglvtangsu,39885889,,,,262宜蘭縣礁溪鄉德陽村信義路32號1-3樓,"1F.-3, No.32, Xinyi Rd., Jiaoxi Township, Yilan County 262, Taiwan (R.O.C.)"
2006/12/19,169,合法/營業,雪山溫泉會館,Hsuehshan  Spring  Hotel,39883899,39887800,,,262宜蘭縣礁溪鄉德陽村中山路二段159號(3至8樓),"3-8F., No.159, Sec. 2, Zhongshan Rd., Jiaoxi Township, Yilan County 262, Taiwan (R.O.C.)"
2006/12/20,170,合法/營業,華園溫泉旅館,Hua Yuan Hot Spring Hotel,39882722,,,,262宜蘭縣礁溪鄉德陽村德陽路75號1至5樓,"1F.-5, No.75, Deyang Rd., Jiaoxi Township, Yilan County 262, Taiwan (R.O.C.)"
2007/3/1,171,合法/營業,冠翔世紀溫泉會館,Guan Xiang Century,39875599,39875800,http://www.hotspring-hotel.com.tw,service@hotspring-hotel.com.tw,262宜蘭縣礁溪鄉德陽村仁愛路66巷6號,"No.6, Ln. 66, Ren’ai Rd., Jiaoxi Township, Yilan County 262, Taiwan (R.O.C.)"
2007/6/14,172,合法/營業,春湯溫泉飯店,Spring Hot Spring Inn,39889468,39889308,http://www.imvr.net/hotel/springhot/,springhotinn@gmail.com,"262宜蘭縣礁溪鄉德陽路26,28號1-3樓","1~3F., No.26,28, Deyang Rd., Jiaoxi Township, Yilan County 262, Taiwan (R.O.C.)"
2007/7/9,173,合法/營業,新貴汽車旅館,MOTEL FABULOUS,39967177,39967178,http://www.motel-fabulous.com.tw,service@motel-fabulous.com.tw,270宜蘭縣蘇澳鎮蘇南里中正路35號,"No.35, Zhongzheng Rd., Su-ao Township, Yilan County 270, Taiwan (R.O.C.)"
2007/10/22,176,合法/營業,立都大飯店,LIDU   HOTEL,39968068,39968069,,lidu-hotel@yahoo.com.tw,270宜蘭縣蘇澳鎮蘇東里蘇東北路2-63、2-65號1-4樓,"1-4F., No.2-63,65, Sudong N. Rd., Su’ao Township, Yilan County 270, Taiwan (R.O.C.)"
2007/11/27,177,合法/營業,愛琴海花園汽車旅館,ai Qin Hai Hua Yuan Motel,39533958,39533936,http://www.lovemotel.com.tw,love.motel@msa.hinet.net,268宜蘭縣五結鄉四結村仁愛路2段1號,"No.1, Sec. 2, Ren’ai Rd., Wujie Township, Yilan County 268, Taiwan (R.O.C.)"
2008/1/8,178,合法/營業,天然旅館,Tian Ran Hotel,39883433,39223887,,,262宜蘭縣礁溪鄉德陽村德陽路71號,"No.71, Deyang Rd., Jiaoxi Township, Yilan County 262, Taiwan (R.O.C.)"
2008/3/8,179,合法/營業,晶樺商務飯店,Jin Hua Hotel,39575110,39575115,http://www.jin-hua.tw,service@jin-hua.tw,265宜蘭縣羅東鎮大新里中正北路42號7-8樓,"7-8F., No.42, Jhongjheng N. Rd., Luodong Township, Yilan County 265, Taiwan (R.O.C.)"
2008/4/9,180,合法/營業,亞諾時尚戀館,Ya Nuo Hotel,39876611,39875511,www.ya-nold.com.tw,service@ya-nold.com.tw,262宜蘭縣礁溪鄉德陽村仁愛路3號,"No.3, Ren’ai Rd., Jiaoxi Township, Yilan County 262, Taiwan (R.O.C.)"
2008/5/26,181,合法/營業,怡蘭精品旅館,Yi Lan Hotel,39658101,39658109,,,268宜蘭縣五結鄉鎮安村二結路305號,"No.305, Erjie Rd., Wujie Township, Yilan County 268, Taiwan (R.O.C.)"
2009/1/10,182,合法/營業,晏京精品旅館,Yan Jing Hotel,39507755,,,,"265宜蘭縣羅東鎮光榮路402,406,408號","No.402.406.408, Guangrong Rd., Luodong Township, Yilan County 265, Taiwan (R.O.C.)"
2009/3/17,183,合法/營業,杜拜時尚戀館,DUBAI   MOTEL,39287700,39288080,http://www.dubaimotel.com.tw,dubai.csc@gmail.com,260宜蘭縣宜蘭市新生里大福路二段70、70之1、70之2號,"No.70,70-1,70-2, Sec. 2, Dafu Rd., Yilan City, Yilan County 260, Taiwan (R.O.C.)"
2009/4/20,184,合法/營業,木棉道美學商旅 (6-7F),KAPOK HOTEL & RESORTS,39564888,39576611,http://www.kapok-hotel.tw,service@kapok-hotel.tw,265宜蘭縣羅東鎮中山里中山路三段306號6-7樓,"6-7F., No.306, Sec. 3, Zhongshan Rd., Luodong Township, Yilan County 265, Taiwan (R.O.C.)"
2009/6/3,186,合法/營業,瓏山林蘇澳冷熱泉度假飯店,RSL COLD & HOT SPRING RESORT SUAO,39966666,39966000,,,270宜蘭縣蘇澳鎮中原路301之1號1至10樓,"1-10F., No.301-1, Zhongyuan Rd., Su’ao Township, Yilan County 270, Taiwan (R.O.C.)"
2009/9/2,187,合法/營業,東森海洋溫泉酒店(一、二館),EHR HOTELS & RESORTS YILAN,39780782,39780776,http://www.ehrhotel.com/default.aspx?trsID=002,,261宜蘭縣頭城鎮濱海路四段32、36號(客房數34間),"No.36, Sec. 4, Binhai Rd., Toucheng Township, Yilan County 261, Taiwan (R.O.C.)"
2009/12/5,188,合法/營業,心曠神怡溫泉渡假飯店,Living Water Hotel,39883988,39875999,http://www.lwh.com.tw,livingwaterhotel@gmail.com,262宜蘭縣礁溪鄉德陽村仁愛路29號1樓、4樓至11樓,"1.4F.-11, No.29, Ren’ai Rd., Jiaoxi Township, Yilan County 262, Taiwan (R.O.C.)"
2010/9/24,189,合法/營業,湯泉之家溫泉渡假行館,Tang Quan Zhi Jia Hot Spring Hotel,39888228,39567123,http://tungchung.goinn.tw,tc@3a.ods.org,262宜蘭縣礁溪鄉信義路34巷16號,"No.16, Ln. 34, Xinyi Rd., Jiaoxi Township, Yilan County 262, Taiwan (R.O.C.)"
2010/11/29,190,合法/營業,自然風會館,Most natural Hotel,39876161,39876262,,039876161jc@gmail.com,262宜蘭縣礁溪鄉忠孝路97巷26號及28號,"No.26,28, Ln. 97, Zhongxiao Rd., Jiaoxi Township, Yilan County 262, Taiwan (R.O.C.)"
2010/12/6,191,合法/營業,湯仔城旅館,Tang Zai Cheng Hotel,39880538,,,,262宜蘭縣礁溪鄉德陽村7鄰仁愛路15巷16號,"No.16, Ln. 15, Ren’ai Rd., Jiaoxi Township, Yilan County 262, Taiwan (R.O.C.)"
2011/1/20,192,合法/營業,城市商旅-礁溪楓葉館,Jiaoxi Maple Leaves Hot Spring Hotel,39888565,39888622,http://www.citysuites.com.tw,jiaoxi.reservation@citysuites.com.tw,262宜蘭縣礁溪鄉德陽村礁溪路五段118號1-6樓,"No.118, Sec. 5, Jiaoxi Rd., Jiaoxi Township, Yilan County 262, Taiwan (R.O.C.)"
2011/1/31,193,合法/營業,金玉旅館,JIN YUH HOTEL,39322357,,,,260宜蘭縣宜蘭市新興里和睦路28-2號3樓,"No.28-2, Hemu Rd., Yilan City, Yilan County 260, Taiwan (R.O.C.)"
2011/5/25,194,合法/營業,木棉道美學商旅(2-5F),KAPOK HOTEL & RESORTS,39564888,39576611,http://www.kapok-hotel.tw,service@kapok-hotel.tw,265宜蘭縣羅東鎮中山路三段306號2-5樓,"2-5F., No.306, Sec. 3, Zhongshan Rd., Luodong Township, Yilan County 265, Taiwan (R.O.C.)"
2011/12/13,195,合法/營業,東森海洋溫泉酒店(三館),EHR HOTELS & RESORTS YILAN,0223701888 02-27557565,223896629,http://www.ehrhotel.com/default.aspx?trsID=002,doruthy@leogroup.com.tw,261宜蘭縣頭城鎮濱海路四段30號,"No.30, Sec. 4, Binhai Rd., Toucheng Township, Yilan County 261, Taiwan (R.O.C.)"
2012/4/2,196,合法/營業,全美旅社,Quan Mei Hotel,39323195,39366885,,,260宜蘭縣宜蘭市和睦路28之5號6樓、28之6號7樓,"6F., No.28-5, Hemu Rd., Yilan City, Yilan County 260, Taiwan (R.O.C.)"
2012/4/3,197,合法/營業,綠動湯泉原宿,L? Dong Tang Quan Hotel,39871158,39871157,http://www.lygreenlife.com/,green.lifespa@msa.hinet.net,262宜蘭縣礁溪鄉玉石村12鄰公園路85號,"No.85, Gongyuan Rd., Jiaoxi Township, Yilan County 262, Taiwan (R.O.C.)"
2012/4/5,198,合法/營業,歐遊精品旅館宜蘭分館,"ALL-UR CHAIN BOUTIQUE MOTEL,YI-LAND",39281133,,http://WWW.ALLURMOTEL.COM,service@allurmotel.com,260宜蘭縣宜蘭市新生里宜興路三段185號,"No.185, Sec. 3, Yixing Rd., Yilan City, Yilan County 260, Taiwan (R.O.C.)"
2012/5/21,199,合法/營業,靜界會館,Jing Jie Hotel,39880018,39885728,,a9880018@gmail.com,262宜蘭縣礁溪鄉玉石村公園路70巷39弄16.18.20.22號,"No.16.18.20.22, Aly. 39, Ln. 70, Gongyuan Rd., Jiaoxi Township, Yilan County 262, Taiwan (R.O.C.)"
2012/9/17,202,合法/營業,香格里拉休閒農場,SHANGRILA LEISURE FARMING,39511456,39515222,http://www.shangrilas.com.tw,s515736@ms33.hinet.net,269宜蘭縣冬山鄉大進村梅山路168號,"No.168, Meishan Rd., Dongshan Township, Yilan County 269, Taiwan (R.O.C.)"
2012/10/25,203,合法/營業,冒煙的石頭溫泉渡假旅館,SMOKING ROCK,39885799,39880410,,,262宜蘭縣礁溪鄉德陽村信義路34巷33號,"No.33, Ln. 34, Xinyi Rd., Jiaoxi Township, Yilan County 262, Taiwan (R.O.C.)"
2012/11/3,204,合法/營業,觀海旭日渡假中心,Guan Hai Xu Ri Hotel,39308888,39305677,,,263宜蘭縣壯圍鄉大福村壯濱路六段278號,"No.278, Sec. 6, Zhuangbin Rd., Zhuangwei Township, Yilan County 263, Taiwan (R.O.C.)"
2012/11/30,205,合法/營業,伍拾捌度湯苑溫泉旅店,Fifty Eight Degree Hot Spring Inn,39875899,,,,262宜蘭縣礁溪鄉德陽村礁溪路五段61號2樓,"2F., No.61, Sec. 5, Jiaoxi Rd., Jiaoxi Township, Yilan County 262, Taiwan (R.O.C.)"
2013/1/15,207,合法/營業,慕夏精品旅館,Mucha boutique,39331188,39310426,,,260宜蘭縣宜蘭市大東里新民路62、62-1、62-2、62-3、62-4、62-5、62-6號,"No.62, Xinmin Rd., Yilan City, Yilan County 260, Taiwan (R.O.C.)"
2013/5/2,208,合法/營業,雅閣溫泉行館,yage hot spring,39883525,39872059,,,262宜蘭縣礁溪鄉玉石村忠孝路107號,"No.107, Zhongxiao Rd., Jiaoxi Township, Yilan County 262, Taiwan (R.O.C.)"
2013/7/12,209,合法/營業,天下居汽車旅館,Tian Xia Ju Motel,39289666,,,,260宜蘭縣宜蘭市中山路五段105號,"No.105, Sec. 5, Zhongshan Rd., Yilan City, Yilan County 260, Taiwan (R.O.C.)"
2013/7/18,210,合法/營業,泉鄉雅舍溫泉渡假行館,Onsen Residence,39880939,39880787,http://www.onsen-residence.com.tw/,j880939@gmail.com,262宜蘭縣礁溪鄉德陽村信義路40號1樓及信義路34巷8號3樓之1、之2、之3、之5、之6、之7、之8、之9、之10、之11,"1F., No.40, and 3F.-1-3,-5-11, No.8, Ln. 34.,  Xinyi Rd., Jiaoxi Township, Yilan County 262, Taiwan (R.O.C.)"
2013/7/18,211,合法/營業,泉鄉風華休閒會館,Onsen Villa,39880979,39880787,http://www.onsen.com.tw,j9880979@gmail.com,262宜蘭縣礁溪鄉德陽村德陽路95號,"No.95, Deyang Rd., Jiaoxi Township, Yilan County 262, Taiwan (R.O.C.)"
2013/7/21,212,合法/營業,百事亨通‧幸福‧星空精品旅店,Happiness Skyline Hotel,39552877,39552977,http://www.seasonskyline.com.tw,seasonskyline@hotmail.com.tw,265宜蘭縣公正路27號9-12樓之1-5,"9-12F.-1-5, No.27, Gongjheng Rd., Luodong Township, Yilan County 26550, Taiwan (R.O.C.)"
2013/8/15,213,合法/營業,紅燈籠汽車旅館,REDLANTERNMOTEL,39874767,39870768,,red-lantern-motel@gmail.com,262宜蘭縣礁溪鄉德陽村中山路二段246號,"No.246, Sec. 2, Zhongshan Rd., Jiaoxi Township, Yilan County 262, Taiwan (R.O.C.)"
2013/10/26,214,合法/營業,史塔瑞麗 佧美‧奧之湯 溫泉旅館,ISPAVITA,39870789,39870567,http://www.ispavita.com.tw,i_service@ispavita.com.tw,262宜蘭縣礁溪鄉玉石村健康一街116號2、3、4、5、6、7樓,"No.116, Jiankang 1st St., Jiaoxi Township, Yilan County 262, Taiwan (R.O.C.)"
2014/1/3,215,合法/營業,原湯旅店,Soup inn,039884301-2,39885653,,,262宜蘭縣礁溪鄉德陽村7鄰仁愛路6號1-5樓,"1F.-5, No.6, Ren’ai Rd., Jiaoxi Township, Yilan County 262, Taiwan (R.O.C.)"
2014/5/6,216,合法/營業,綠寶汽車旅館,Emerald Motel,39281711,,,,260宜蘭縣宜蘭市新生里大福路二段108巷1-10號、12號、14號、16號,"No.1-10,12,14,16, Ln. 108, Sec. 2, Dafu Rd., Yilan City, Yilan County 260, Taiwan (R.O.C.)"
2014/9/10,217,合法/營業,豪美日月光大飯店,Luxe Hotel ASE,39889603,39889603,http://,,262宜蘭縣礁溪鄉德陽村礁溪路五段182號,"No.182, Sec. 5, Jiaoxi Rd., Jiaoxi Township, Yilan County 262, Taiwan (R.O.C.)"
2014/9/17,218,合法/營業,9號溫泉旅店,NO.9 HOTEL,39889999,39870678,http://www.no9.com.tw,,262宜蘭縣礁溪鄉溫泉路85號4-6樓,"4-6F., No.85, Wenquan Rd., Jiaoxi Township, Yilan County 262, Taiwan (R.O.C.)"
2014/12/5,219,合法/營業,第五季國際旅店,SEASON5INN,39557222,39557272,http://www.season5inn.com.tw/,innseason5@gmail.com,265宜蘭縣羅東鎮中正北路42號6樓,"6F., No.42, Zhongzheng N. Rd., Luodong Township, Yilan County 265, Taiwan (R.O.C.)"
2015/2/6,220,合法/營業,捷絲旅礁溪館,Just Sleep Jiaoxi,39102000,39102009,http://www.justsleep.com.tw/,rsvn.wellspring@silksplace.com,262宜蘭縣礁溪鄉德陽村德陽路24巷8號.10號,"No.8, Ln. 24, Deyang Rd., Jiaoxi Township, Yilan County 262, Taiwan (R.O.C.)"
2015/3/6,221,合法/營業,夜市橙堡渡假旅館,N.Castle Hotel,981668588,39356675,,,260宜蘭縣宜蘭市大新里1鄰新民路19號,"No.19, Xinmin Rd., Yilan City, Yilan County 260, Taiwan (R.O.C.)"
2015/5/29,222,合法/營業,安禾時尚旅館,ANHO HOTEL,39556678,39556227,,anho9556678@outlook.com,265宜蘭縣羅東鎮大同路22之2號3樓,"3F., No.22-2, Datong Rd., Luodong Township, Yilan County 265, Taiwan (R.O.C.)"
2015/6/22,223,合法/營業,北觀休閒農場,Peikuan Resort Farm,39772168,39776860,http://peikuan-resort.com.tw,pk.farm@msa.hinet.net,261宜蘭縣頭城鎮更新路203-1、203-8號,"No.203-1.203-8, Gengxin Rd., Toucheng Township, Yilan County 261, Taiwan (R.O.C.)"
2015/7/2,224,合法/營業,皓迪精品旅館,Hearty Boutique Hotel,39545106,39552729,,,265宜蘭縣羅東鎮公正路38號,"No.38, Gongzheng Rd., Luodong Township, Yilan County 265, Taiwan (R.O.C.)"
2015/7/8,225,合法/營業,伊士脈泉旅, Suez pulse spring trip,39884016,39884013,,,262宜蘭縣礁溪鄉玉石村忠孝路97巷72號二樓、三樓之一、三樓之二及四樓,"2F,3F.-1,3F-2, 4F,No.72, Ln. 97, Yushi Rd., Jiaoxi Township, Yilan County 262, Taiwan (R.O.C.)"
2016/2/1,226,合法/營業,山那邊溫泉會館,onsen villa,39880979,39880787,http://www.onsen-mountain.com.tw/,j04160315@gmail.com,262宜蘭縣礁溪鄉信義路36號、信義路34巷8號2樓之1、2、3、5、6、7、8,"No.36, Xinyi Rd., Jiaoxi Township, Yilan County 262, Taiwan (R.O.C.)"
2016/2/5,227,合法/營業,多愛溫泉會館,DUOAI,39880900,,,,262宜蘭縣礁溪鄉信義路34巷8號(8、10、12號合併),"No.12, Ln. 34, Xinyi Rd., Jiaoxi Township, Yilan County 262, Taiwan (R.O.C.)"
2016/2/15,228,合法/營業,園仔湯商旅,gardenspring,39888070,39884486,http://www.garden-spring.com.tw,gs039888070@gmail.com,262宜蘭縣礁溪鄉德陽路33號1-4樓,"1-4F., No.33, Deyang Rd., Jiaoxi Township, Yilan County 262, Taiwan (R.O.C.)"
2016/2/5,229,合法/營業,晶泉丰旅,Wellspring Resort by Silks,277355005,39100009,http://www.wellspringsilks.com,rsvn@silksplace.com,262宜蘭縣礁溪鄉溫泉路67號2至10樓,"2-10F., No.67, Wenquan Rd., Jiaoxi Township, Yilan County 262, Taiwan (R.O.C.)"
2016/3/22,230,合法/營業,煙波大飯店蘇澳館,Lakeshore Hotel Suao Branch,39966600,39966622,http://www.lakeshore.com.tw,lynne@lakeshore.com.tw,270宜蘭縣蘇澳鎮中正路38號2-12樓," No.38, Zhongzheng Rd., Su’ao Township, Yilan County 270, Taiwan (R.O.C.)"
2016/4/28,231,合法/營業,詠集旅館, Wing set Hostel,39873669,,,,262宜蘭縣礁溪鄉公園路72號,"No.72, Gongyuan Rd., Jiaoxi Township, Yilan County 262, Taiwan (R.O.C.)"
2016/4/26,232,合法/營業,頭城印象溫泉休閒飯店,Toucheng impression Spa Resort Hotel,39777599,39777299,www.ojoresorthotel.com,ojo.resorthotel@gmail.com,261宜蘭縣頭城鎮環鎮東路二段357號2樓、3樓,"2-3F., No.357, Sec. 2, Huanzhen E. Rd., Toucheng Township, Yilan County 261, Taiwan (R.O.C.)"
